AnalyteName	Alias	CAS_Number	UnitName	BeneficialUse	Objective	AveragingPeroid	Objective_Language	Evaluation_Guideline	Objective_Ref_Number	Eval_Ref_Number
Tetramethrin		7696-12-0	ug/L	CO	1.85	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Tetramethrin is the USEPA Aquatic Life Benchmark of 1.85 ug/L for a fish (acute).	2430	4508
Thiabendazole		148-79-8	ug/L	CO	42	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Thiabendazole is the USEPA Aquatic Life Benchmark of 42 ug/L for an invertebrate (chronic).	2430	4508
Thiacloprid		111988-49-9	ug/L	CO	0.97	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Thiacloprid is the USEPA Aquatic Life Benchmark of 0.97 ug/L for an invertebrate (chronic).	2430	4508
Thiamethoxam		153719-23-4	ug/L	CO	17.5	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Thiamethoxam is the USEPA Aquatic Life Benchmark of 17.5 ug/L for an invertebrate (acute).	2430	4508
Thiobencarb		28249-77-6	ug/L	CO	1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Thiobencarb is the USEPA Aquatic Life Benchmark of 1 ug/L for an invertebrate (chronic).	2430	4508
Carbendazim		10605-21-7	ug/L	CO	0.99	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Carbendazim is the USEPA Aquatic Life Benchmark of 0.99 ug/L for a fish (chronic).	2430	4508
Tolfenpyrad		129558-76-5	ug/L	CO	0.0815	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Tolfenpyrad is the USEPA Aquatic Life Benchmark of 0.0815 ug/L for a fish (acute).	2430	4508
Triadimefon		43121-43-3	ug/L	CO	52	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Triadimefon is the USEPA Aquatic Life Benchmark of 52 ug/L for an invertebrate (chronic).	2430	4508
Triallate		2303-17-5	ug/L	CO	14	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Triallate is the USEPA Aquatic Life Benchmark of 14 ug/L for an invertebrate (chronic).	2430	4508
"Tributyl Phosphorotrithioate, S,S,S-"		78-48-8	ug/L	CO	1.56	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Tributyl Phosphorotrithioate, S,S,S- is the USEPA Aquatic Life Benchmark of 1.56 ug/L for an invertebrate (chronic)."	2430	4508
Triclopyr		55335-06-3	ug/L	CO	32500	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Triclopyr is the USEPA Aquatic Life Benchmark of 32500 ug/L for a nonvascular plant (acute).	2430	4508
Trifloxystrobin		141517-21-7	ug/L	CO	2.76	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Trifloxystrobin is the USEPA Aquatic Life Benchmark of 2.76 ug/L for an invertebrate (chronic).	2430	4508
Triflumizole		68694-11-1	ug/L	CO	33	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Triflumizole is the USEPA Aquatic Life Benchmark of 33 ug/L for a fish (chronic).	2430	4508
Trifluralin		1582-09-8	ug/L	CO	1.9	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Trifluralin is the USEPA Aquatic Life Benchmark of 1.9 ug/L for a fish (chronic).	2430	4508
Pyrethrin-2		8003-34-7	ug/L	CO	0.86	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Pyrethrin-2 is the USEPA Aquatic Life Benchmark of 0.86 ug/L for an invertebrate (chronic).	2430	4508
Cinerin-1		8003-34-7	ug/L	CO	0.86	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Cinerin-1 is the USEPA Aquatic Life Benchmark of 0.86 ug/L for an invertebrate (chronic).	2430	4508
Cinerin-2		8003-34-7	ug/L	CO	0.86	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Cinerin-2 is the USEPA Aquatic Life Benchmark of 0.86 ug/L for an invertebrate (chronic).	2430	4508
Jasmolin-1		8003-34-7	ug/L	CO	0.86	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Jasmolin-1 is the USEPA Aquatic Life Benchmark of 0.86 ug/L for an invertebrate (chronic).	2430	4508
Jasmolin-2		8003-34-7	ug/L	CO	0.86	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Jasmolin-2 is the USEPA Aquatic Life Benchmark of 0.86 ug/L for an invertebrate (chronic).	2430	4508
"Dichlorophenoxyacetic Acid, 2,4-"		94-75-7	ug/L	WA	299.2	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Dichlorophenoxyacetic Acid, 2,4- is the USEPA Aquatic Life Benchmark of 299.2 ug/L for a vascular plant (acute)."	2430	4508
Acetaminophen		103-90-2	ug/L	WA	14750	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Acetaminophen is the USEPA Aquatic Life Benchmark of 14750 ug/L for an invertebrate (acute).	2430	4508
Acetamiprid		135410-20-7	ug/L	WA	2.1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Acetamiprid is the USEPA Aquatic Life Benchmark of 2.1 ug/L for an invertebrate (chronic).	2430	4508
Aldicarb		116-06-3	ug/L	WA	10	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Aldicarb is the USEPA Aquatic Life Benchmark of 10 ug/L for an invertebrate (acute).	2430	4508
Aldicarb Sulfone		1646-88-4	ug/L	WA	140	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Aldicarb Sulfone is the USEPA Aquatic Life Benchmark of 140 ug/L for an invertebrate (acute).	2430	4508
Aldicarb Sulfoxide		1646-87-3	ug/L	WA	21.5	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Aldicarb Sulfoxide is the USEPA Aquatic Life Benchmark of 21.5 ug/L for an invertebrate (acute).	2430	4508
Allethrin		584-79-2	ug/L	WA	1.05	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Allethrin is the USEPA Aquatic Life Benchmark of 1.05 ug/L for an invertebrate (acute).	2430	4508
Atrazine		1912-24-9	ug/L	WA	1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Atrazine is the USEPA Aquatic Life Benchmark of < 1 ug/L for a nonvascular plant (acute).  The benchmark was derived from a ""less-than"" value (for example, <1,500) and may underestimate toxicity."	2430	4508
Azoxystrobin		131860-33-8	ug/L	WA	44	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Azoxystrobin is the USEPA Aquatic Life Benchmark of 44 ug/L for an invertebrate (chronic).	2430	4508
Boscalid		188425-85-6	ug/L	WA	116	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Boscalid is the USEPA Aquatic Life Benchmark of 116 ug/L for a fish (chronic).	2430	4508
Butylate		2008-41-5	ug/L	WA	105	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Butylate is the USEPA Aquatic Life Benchmark of 105 ug/L for a fish (acute).	2430	4508
Captan		133-06-2	ug/L	WA	13.1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Captan is the USEPA Aquatic Life Benchmark of 13.1 ug/L for a fish (acute).	2430	4508
Chlorantraniliprole		500008-45-7	ug/L	WA	4.4	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Chlorantraniliprole is the USEPA Aquatic Life Benchmark of 4.4 ug/L for an invertebrate (chronic).	2430	4508
Chlorpyrifos Methyl		5598-13-0	ug/L	WA	0.085	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Chlorpyrifos Methyl is the USEPA Aquatic Life Benchmark of 0.085 ug/L for an invertebrate (acute).	2430	4508
Clomazone		81777-89-1	ug/L	WA	167	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Clomazone is the USEPA Aquatic Life Benchmark of 167 ug/L for a nonvascular plant (acute).	2430	4508
Clothianidin		210880-92-5	ug/L	WA	1.1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Clothianidin is the USEPA Aquatic Life Benchmark of 1.1 ug/L for an invertebrate (chronic).	2430	4508
Coumaphos		56-72-4	ug/L	WA	0.0337	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Coumaphos is the USEPA Aquatic Life Benchmark of 0.0337 ug/L for an invertebrate (chronic).	2430	4508
Cyantraniliprole		736994-63-1	ug/L	WA	6.56	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Cyantraniliprole is the USEPA Aquatic Life Benchmark of 6.56 ug/L for an invertebrate (chronic).	2430	4508
Cycloate		1134-23-2	ug/L	WA	1200	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Cycloate is the USEPA Aquatic Life Benchmark of 1200 ug/L for an invertebrate (acute).	2430	4508
Dacthal		1861-32-1	ug/L	WA	11000	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Dacthal is the USEPA Aquatic Life Benchmark of > 11000 ug/L for a nonvascular plant (acute) and vascular plant (acute).  The benchmark was derived from a ""greater-than"" value (for example, > 265,000) and may overestimate toxicity."	2430	4508
"Diethyl-3-methyl-benzamide, N,N-"		134-62-3	ug/L	WA	37500	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Diethyl-3-methyl-benzamide, N,N- is the USEPA Aquatic Life Benchmark of 37500 ug/L for an invertebrate (acute) and fish (acute)."	2430	4508
Deltamethrin/Tralomethrin		52918-63-5	ug/L	WA	0.0041	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Deltamethrin/Tralomethrin is the USEPA Aquatic Life Benchmark of 0.0041 ug/L for an invertebrate (chronic).	2430	4508
Dichloroprop		120-36-5	ug/L	WA	77	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Dichloroprop is the USEPA Aquatic Life Benchmark of 77 ug/L for a nonvascular plant (acute).	2430	4508
Dichlorvos		62-73-7	ug/L	WA	0.0058	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Dichlorvos is the USEPA Aquatic Life Benchmark of 0.0058 ug/L for an invertebrate (chronic).	2430	4508
Difenoconazole		119446-68-3	ug/L	WA	0.86	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Difenoconazole is the USEPA Aquatic Life Benchmark of 0.86 ug/L for a fish (chronic).	2430	4508
Dimethoate		60-51-5	ug/L	WA	0.5	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Dimethoate is the USEPA Aquatic Life Benchmark of 0.5 ug/L for an invertebrate (chronic).	2430	4508
Dimethomorph		110488-70-5	ug/L	WA	110	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Dimethomorph is the USEPA Aquatic Life Benchmark of 110 ug/L for an invertebrate (chronic).	2430	4508
Dinotefuran		165252-70-0	ug/L	WA	6360	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Dinotefuran is the USEPA Aquatic Life Benchmark of > 6360 ug/L for a fish (chronic).  The benchmark was derived from a ""greater-than"" value (for example, > 265,000) and may overestimate toxicity."	2430	4508
Disulfoton		298-04-4	ug/L	WA	0.01	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Disulfoton is the USEPA Aquatic Life Benchmark of 0.01 ug/L for an invertebrate (chronic).	2430	4508
Disulfoton Sulfone		218208	ug/L	WA	0.14	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Disulfoton Sulfone is the USEPA Aquatic Life Benchmark of 0.14 ug/L for an invertebrate (chronic).	2430	4508
Diuron		330-54-1	ug/L	WA	2.4	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Diuron is the USEPA Aquatic Life Benchmark of 2.4 ug/L for a nonvascular plant (acute).	2430	4508
EPTC		759-94-4	ug/L	WA	800	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for EPTC is the USEPA Aquatic Life Benchmark of 800 ug/L for an invertebrate (chronic).	2430	4508
"Esfenvalerate/Fenvalerate, Total"		66230-04-4	ug/L	WA	0.017	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Esfenvalerate/Fenvalerate, Total is the USEPA Aquatic Life Benchmark of 0.017 ug/L for an invertebrate (chronic)."	2430	4508
Ethalfluralin		55283-68-6	ug/L	WA	0.4	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Ethalfluralin is the USEPA Aquatic Life Benchmark of 0.4 ug/L for a fish (chronic).	2430	4508
Ethoprop		13194-48-4	ug/L	WA	0.8	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Ethoprop is the USEPA Aquatic Life Benchmark of 0.8 ug/L for an invertebrate (chronic).	2430	4508
Fenamiphos		22224-92-6	ug/L	WA	0.12	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fenamiphos is the USEPA Aquatic Life Benchmark of 0.12 ug/L for an invertebrate (chronic).	2430	4508
Fenarimol		60168-88-9	ug/L	WA	100	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fenarimol is the USEPA Aquatic Life Benchmark of 100 ug/L for a nonvascular plant (acute).	2430	4508
Fenitrothion		122-14-5	ug/L	WA	0.087	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fenitrothion is the USEPA Aquatic Life Benchmark of 0.087 ug/L for an invertebrate (chronic).	2430	4508
Fenpropathrin		39515-41-8	ug/L	WA	0.064	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fenpropathrin is the USEPA Aquatic Life Benchmark of 0.064 ug/L for an invertebrate (chronic).	2430	4508
Fenthion		55-38-9	ug/L	WA	0.013	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fenthion is the USEPA Aquatic Life Benchmark of 0.013 ug/L for an invertebrate (chronic).	2430	4508
Fipronil Sulfone		†	ug/L	WA	0.037	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fipronil Sulfone is the USEPA Aquatic Life Benchmark of 0.037 ug/L for an invertebrate (chronic).	2430	4508
Fipronil		120068-37-3	ug/L	WA	0.011	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fipronil is the USEPA Aquatic Life Benchmark of 0.011 ug/L for an invertebrate (chronic).	2430	4508
Flonicamid		158062-67-0	ug/L	WA	3000	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Flonicamid is the USEPA Aquatic Life Benchmark of 3000 ug/L for an invertebrate (chronic).	2430	4508
Fludioxonil		131341-86-1	ug/L	WA	19	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Fludioxonil is the USEPA Aquatic Life Benchmark of < 19 ug/L for an invertebrate (chronic).  The benchmark was derived from a ""less-than"" value (for example, <1,500) and may underestimate toxicity."	2430	4508
Flumetsulam		98967-40-9	ug/L	WA	3.1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Flumetsulam is the USEPA Aquatic Life Benchmark of 3.1 ug/L for a vascular plant (acute).	2430	4508
Flutriafol		76674-21-0	ug/L	WA	310	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Flutriafol is the USEPA Aquatic Life Benchmark of 310 ug/L for an invertebrate (chronic).	2430	4508
Glyphosate		1071-83-6	ug/L	WA	11900	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Glyphosate is the USEPA Aquatic Life Benchmark of 11900 ug/L for a vascular plant (acute).	2430	4508
AMPA	Aminomethyl Phosphonic Acid (AMPA)	1066-51-9	ug/L	WA	249500	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for AMPA is the USEPA Aquatic Life Benchmark of 249500 ug/L for a fish (acute).	2430	4508
Hexazinone		51235-04-2	ug/L	WA	7	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Hexazinone is the USEPA Aquatic Life Benchmark of 7 ug/L for a nonvascular plant (acute).	2430	4508
Imazaquin		81335-37-7	ug/L	WA	140000	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Imazaquin is the USEPA Aquatic Life Benchmark of 140000 ug/L for an invertebrate (acute) and fish (acute).	2430	4508
Imazethapyr		81335-77-5	ug/L	WA	59200	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Imazethapyr is the USEPA Aquatic Life Benchmark of 59200 ug/L for a nonvascular plant (acute).	2430	4508
Imidacloprid		138261-41-3	ug/L	WA	0.01	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Imidacloprid is the USEPA Aquatic Life Benchmark of 0.01 ug/L for an invertebrate (chronic).	2430	4508
Iprodione		36734-19-7	ug/L	WA	120	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Iprodione is the USEPA Aquatic Life Benchmark of 120 ug/L for an invertebrate (acute).	2430	4508
Kresoxim-methyl		143390-89-0	ug/L	WA	29.2	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Kresoxim-methyl is the USEPA Aquatic Life Benchmark of 29.2 ug/L for a nonvascular plant (acute).	2430	4508
Linuron		330-55-2	ug/L	WA	0.09	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Linuron is the USEPA Aquatic Life Benchmark of 0.09 ug/L for an invertebrate (chronic).	2430	4508
Mandipropamid		374726-62-2	ug/L	WA	220	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Mandipropamid is the USEPA Aquatic Life Benchmark of 220 ug/L for a fish (chronic).	2430	4508
"Chloro-2-methylphenoxy) Butanoic Acid, 4-(4-"		94-81-5	ug/L	WA	210	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Chloro-2-methylphenoxy) Butanoic Acid, 4-(4- is the USEPA Aquatic Life Benchmark of 210 ug/L for a vascular plant (acute)."	2430	4508
Metalaxyl		57837-19-1	ug/L	WA	100	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Metalaxyl is the USEPA Aquatic Life Benchmark of 100 ug/L for an invertebrate (chronic).	2430	4508
Methidathion		950-37-8	ug/L	WA	0.66	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Methidathion is the USEPA Aquatic Life Benchmark of 0.66 ug/L for an invertebrate (chronic).	2430	4508
Methiocarb		2032-65-7	ug/L	WA	2.75	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Methiocarb is the USEPA Aquatic Life Benchmark of 2.75 ug/L for an invertebrate (acute).	2430	4508
Methomyl		16752-77-5	ug/L	WA	0.7	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Methomyl is the USEPA Aquatic Life Benchmark of 0.7 ug/L for an invertebrate (chronic).	2430	4508
